Sl.No.,Towers,,,,,,,,,,,ACCESS ROAD,,Soil Investigation,,Excavation,,Lean Concrete,,Stub Settings,,Concrete,,Backfilling,,Ground Erection,,Crane Erection,,Conductor ,,EW,,OPGW,,,,"ANGLE POINT
NO.","Line Angle
Degrees",Spans,,,,,,,CONDUCTOR,,,,,,,OPGW ,,,,EARTHWIRE,,,,,Warning Spheres,GROUNDING,,,,Towers,
,Construction No.,"Tower
39,38,BNS+6,,,,,293030.8,4692169.2,209.2,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,13465.0,3,, ,,363,418,1.15,,,,,DS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,"ROAD, MV OHDL",,
40,39,BNS+3,,,,,292836.8,4692398.0,208.1,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,13765.0,4.1,, ,,333,375,1.13,,,,,DS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,,,,,400/51,,,,7,,,,,,,,,,,,,,,,TRACK,,
41,40,B30-3,,,,,292600.6,4692676.4,196.0,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14130.0,4.1,, ,,323,216,0.67,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,20.0,363.9,1050.4,400/51,,,,5,,,,,,,,,,,,,,,,,,
42,41,BNS+3,,,,,292419.5,4692889.9,203.0,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14410.0,5.1,, ,,350,406,1.16,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,400/51,,,,8,,,,,,,,,,,,,,,,TRACK,,
43,42,BNS-3,,,,,292147.8,4693210.2,208.5,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14830.0,3,, ,,386,489,1.27,,,,,DS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.42,,,,,,,400/51,,,,7,,,,,,,,,,,,,,,,MV OHDL,,
44,43,B30+0,,,,,291921.1,4693477.4,173.2,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,15180.4,5.1,AP14,24.88,,339,159,0.47,,,,,2T-2T,1,3,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.58,,,,21.0,355.5,704.6,400/51,,,,6,,,,,,,,,,,,,,,,TRACK ,,
45,44,BNS-3,,,,,291834.8,4693790.3,199.0,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,15505.0,3,, ,,353,457,1.29,,,,,DS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,400/51,,,,7,,,,,,,,,,,,,,,,MV OHDL,,
46,45,B30-3,,,,,291733.7,4694156.6,191.0,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,15885.0,3,, ,,329,167,0.51,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,22.0,270.1,540.0,400/51,,,,5,,,,,,,,,,,,,,,,TRACK,,
47,46,BNS+3,,,,,291660.5,4694421.7,222.4,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16160.0,4.1,, ,,272,339,1.25,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,,,400/51,,,,5,,,,,,,,,,,,,,,,,,
48,47,BLC+12,,,,,291590.0,4694677.1,232.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16425.0,4.1,, ,,305,569,1.87,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.09,,,,23.0,338.1,338.1,400/51,,,,7,,,,,,,,,,,,,,,,,,
49,48,B90C,,,,,291500.0,4695003.0,196.3,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16763.1,5.1,AP15,16.06,,263,69,0.26,,,,,2T-2T,2,2,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.51,,,,24.0,183.5,183.5,400/51,,,,4,,,,,,,,,,,,,,,,"UNDER CROSSING 
500 KV OHTL",,
50,49,B90C,,,,,291502.0,4695186.5,197.6,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16946.6,3,AP16,-43.87,,236,43,0.18,,,,,2T-2T,4,2,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4,,,,25.0,297.6,593.4,400/51,,,,6,,,,,,,,,,,,,,,,,,
51,50,BNS-3,,,,,291307.8,4695392.9,244.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,17230.0,5.1,, ,,300,461,1.54,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,,,
52,51,B30-3,,,,,291095.5,4695618.8,257.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,17540.0,3,, ,,392,297,0.76,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,26.0,378.6,1022.3,400/51,,,,9,,,,,,,,,,,,,,,,,,
53,52,BNS+12,,,,,290773.5,4695961.1,301.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,18010.0,3,, ,,385,443,1.15,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,CW: 100 kg,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,,,
54,53,BNS+6,,,,,290571.4,4696176.0,336.2,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,18305.0,4.1,, ,,278,529,1.90,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.32,,,,,,,400/51,,,,5,,,,,,,,,,,,,,,,,,
55,54,B60+6,,,,,290395.1,4696363.5,301.6,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,18562.3,4.1,AP17,42.21,,340,57,0.17,,,,,2T-2T,1,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.68,,,,27.0,417.7,417.7,400/51,,,,8,,,,,,,,,,,,,,,,,,
56,55,B30+12,,,,,290387.5,4696781.1,347.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,18980.0,5.1,, ,,343,367,1.07,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,28.0,270.3,540.0,400/51,,,,5,,,,,,,,,,,,,,,,,,
57,56,BNS-3,,,,,290382.7,4697044.0,393.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,19243.0,3,, ,,272,535,1.97,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,400/51,,,,5,,,,,,,,,,,,,,,,,,
58,57,B30+12,,,,,290377.7,4697321.0,337.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,19520.0,5.1,, ,,353,597,1.69,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.07,,,,29.0,399.1,399.1,400/51,,,,8,,,,,,,,,,,,,,,,MV OHDL,,
59,58,B30+3,,,,,290370.5,4697720.0,195.1,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,19919.1,3,AP18,-29.43,,401,37,0.09,,,,,2T-2T,2,3,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.93,,,,30.0,375.9,375.9,400/51,,,,7,,,,,,,,,,,,,,,,"ROAD, TRACK",,
60,59,B30-3,,,,,290179.9,4698044.0,194.3,,,,Not Yet,12/12/25,Completed,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,20295.0,3,, ,,354,253,0.71,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,31.0,330.0,330.0,400/51,,,,7,,,,,,,,,,,,8 WS,,,,"STREAM, TRACK",,
61,60,B30+0,,,,,290012.6,4698328.5,218.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,20625.0,4.1,, ,,303,182,0.60,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,32.0,303.8,598.9,400/51,,,,5,,,,,,,,,,,,,,,,,,
62,61,BNS+3,,,,,289875.7,4698561.2,268.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,20895.0,4.1,, ,,304,356,1.17,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.94,,,,,,,400/51,,,,7,,,,,,,,,,,,,,,,,,
63,62,B30+12,,,,,289708.9,4698844.7,308.8,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,21223.9,5.1,AP19,16.03,,321,223,0.69,,,,,2T-2T,1,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.06,,,,33.0,301.1,301.1,400/51,,,,6,,,,,,,,,,,,,,,,,,
64,63,BLC-6,,,,,289633.8,4699136.3,402.4,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,21525.0,3,, ,,386,844,2.19,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,34.0,455.0,455.0,400/51,,,,9,,,,,,,,,,,,,,,,,,
65,65,B30+12,,,,,289520.4,4699576.9,304.1,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,21980.0,5.1,, ,,410,101,0.25,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.053,,,,2.0,506.0,506.0,400/51,,,,7,,,,,,,,,,,,,,,,,,
2,66,B30-3,+0 LE,-1.5 LE,+1.5 LE,+3 LE,289441.01,4699926.03,354.12,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,358.05,3,P2-AP02,-10.72,,434,667,1.54,,,,,2T-2T,2,,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.04,,,,3.0,494.2,494.2,400/51,,,,,,,,,,,,,,,,,,,,,,
3,67,B30+0,+1.5 LE,+0 LE,+0 LE,+0 LE,289239,4700390.00,298.74,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,864.09,3,P2-AP03,-5.53,,503,267,0.53,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.19,,,,4.0,654.8,654.8,400/51,,,,,,,,,,,,,,,,,,,,,,
4,68,BLS+12,+0 LE,+3 LE,+0 LE,-1.5 LE,288999,4700822.00,336.83,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,1358.28,4.1,P2-AP04,-6.53,,580,525,0.91,,,,,2T-2T,3,,,1,1,185-T,1,2,,185-T,1,2,1,2,,Step-1,,,,,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.765,,,,5.0,162.3,162.3,400/51,,,,,,,,,,,,,,,,,,,,,,
5,70,BLS+12,-3 LE,+3 LE,+4.5 LE,-3 LE,288618,4701354.50,437.31,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,2013.05,4.1,P2-AP06,-30.62,,413,719,1.74,,,,,2T-2T,3,,,1,1,185-T,2,1,,185-T,2,1,1,2,,Step-1,,,,,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.304,,,,6.0,483.3,483.3,400/51,,,,,,,,,,,,,,,,,,,,,,
6,71,B90+12,-3 LE,+1.5 LE,+1.5 LE,-3 LE,288469.5,4701420.00,413.48,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,2175.35,5.1,P2-AP07,40.38,,324,158,0.49,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.255,,,,7.0,341.7,341.7,400/51,,,,,,,,,,,,,,,,,,,,,,
7,72,B30+0,+1.5 LE,+0 LE,+0 LE,+1.5 LE,288259,4701855.00,444.19,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,2658.61,3,P2-AP08,-8.56,,413,450,1.09,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.721,,,,8.0,395.0,758.3,400/51,,,,,,,,,,,,,,,,,,,,,,
8,73,B30-3,+0 LE,+1.5 LE,+0 LE,+1.5 LE,288066,4702137.00,451.14,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,3000.33,5.1,P2-AP09,4.66,,393,346,0.88,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.175,,,,,,,400/51,,,,,,,,,,,,,,,,,,,,,,
9,74,BNS+12,+0 LE,+0 LE,+0 LE,+0 LE,287845.753,4702522.72,460.07,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,3444.50,3,, ,,380,388,1.02,,,,,SS,,,,1,1,95-S,1,1,,95-S,1,1,2,0,,Step-1,,,,,74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.111,,,,9.0,463.7,463.7,400/51,,,,,,,,,,,,,,,,,,,,,,
10,75,B30+12,+0 LE,-1.5 LE,+0 LE,+0 LE,287690,4702795.50,475.89,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,3758.61,3,P2-AP10,-13.34,,389,482,1.24,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.684,,,,10.0,424.1,424.1,400/51,,,,,,,,,,,,,,,,,,,,,,
11,76,B30+6,+0 LE,+0 LE,+0 LE,+0 LE,287373.362,4703134.24,468.37,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,4222.30,4.1,P2-AP11,-15.43,,447,609,1.36,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.081,,,,11.0,296.6,296.6,400/51,,,,,,,,,,,,,,,,,,,,,,
12,77,B30-3,+0 LE,+0 LE,+1.5 LE,+1.5 LE,287011.763,4703355.80,404.58,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,4646.38,4.1,P2-AP12,14.06,,363,156,0.43,,,,,2T-2T,1,,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.637,,,,12.0,351.2,351.2,400/51,,,,,,,,,,,,,,,,,,,,,,
13,78,B30-3,-1.5 LE,+1.5 LE,+3 LE,+1.5 LE,286804.046,4703567.57,408.79,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,4943.02,5.1,P2-AP13,-22.55,,324,398,1.23,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.174,,,,13.0,595.8,595.8,400/51,,,,,,,,,,,,,,,,,,,,,,
14,79,B30+3,-3 LE,+3 LE,+0 LE,-3 LE,286480.789,4703704.79,385.00,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,5294.19,3,P2-AP14,-8.47,,480,190,0.40,,,,,2T-2T,3,,,1,2,95-T,1,2,,95-T,1,1,2,0,,Step-1,,,,,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.757,,,,14.0,404.7,1193.8,400/51,,,,,,,,,,,,,,,,,,,,,,
15,80,B30+0,-3 LE,+1.5 LE,+3 LE,-1.5 LE,285904.094,4703854.29,511.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,5889.95,5.1,P2-AP15,-0.30,,472,766,1.62,,,,,2T-2T,3,,,2,1,95-T,2,1,,95-T,1,1,2,0,,Step-1,,,,,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.25,,,,,,,400/51,,,,,,,,,,,,,,,,,,,,,,
16,81,BNS+6,-1.5 LE,+1.5 LE,+3 LE,-1.5 LE,285580.101,4703936.45,489.66,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,6224.20,3,, ,,387,399,1.03,,,,,SS,,,,1,1,95-S,1,1,,95-S,1,1,2,0,,Step-1,,,,,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.562,,,,,,,400/51,,,,,,,,,,,,,,,,,,,,,,
17,82,BNS+12,-1.5 LE,+1.5 LE,+1.5 LE,+0 LE,285154.027,4704044.51,459.72,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,6663.76,3,, ,,431,462,1.07,,,,,SS,,,,1,1,95-S,1,1,,95-S,1,1,2,0,,Step-1,,,,,82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.986,,,,15.0,930.0,930.0,400/51,,,,,,,,,,,,,,,,,,,,,,
18,83,BLS+0,-1.5 LE,+0 LE,+3 LE,-1.5 LE,284746.928,4704147.75,438.67,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,7083.75,4.1,, ,,679,829,1.22,,,,,3T-3T,6,,,1,3,185-T,1,1,JB,185-T,1,3,1,3,,Step-1,,,,,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.969,,,,16.0,318.6,595.5,500/204,,,,,,,,,,,,,,,,,,,,,,
19,84,BLS-6,+1.5 LE,-1.5 LE,+0 LE,+3 LE,283845.496,4704376.36,333.49,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,8013.71,4.1,, ,,582,346,0.59,,,,,3T-3T,6,,,3,1,185-T,1,1,JB,185-T,3,1,1,3,,Step-1,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.286,,,,,,,400/51,,,,,,,,,,,,,,,,,,,,,,
20,85,BNS+9,+1.5 LE,-1.5 LE,-1.5 LE,+0 LE,283625.185,4704432.23,319.35,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,8241.00,5.1,, ,,298,394,1.32,,,,,SS,,,,1,1,95-S,1,1,,95-S,1,1,2,0,,Step-1,,,,,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.231,,,,17.0,399.3,399.3,400/51,,,,,,,,,,,,,,,,,,,,,,
21,86,B60+6,+0 LE,-1.5 LE,+1.5 LE,+3 LE,283268.253,4704522.75,293.00,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,8609.23,3,P2-AP16,51.09,,384,323,0.84,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.33,,,,18.0,242.5,242.5,400/51,,,,,,,,,,,,,,,,,,,,,,
