Sl.No.,Towers,,,,,,,,,,,ACCESS ROAD,,Soil Investigation,,Excavation,,Lean Concrete,,Stub Settings,,Concrete,,Backfilling,,Ground Erection,,Crane Erection,,Conductor ,,EW,,OPGW,,,,"ANGLE POINT
NO.","Line Angle
Degrees",Spans,,,,,,,CONDUCTOR,,,,,,,OPGW ,,,,EARTHWIRE,,,,,Warning Spheres,GROUNDING,,,,Towers,
,Construction No.,"Tower
22,87,B60-3,+1.5 LE,+1.5 LE,+0 LE,+0 LE,283101.5,4704885.60,293.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,9008.56,5.1,P2-AP17,35.07,,321,229,0.71,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.486,,,,19.0,360.8,360.8,400/51,,,,,,,,,,,,,,,,,,,,,,
23,88,B30+6,-1.5 LE,+0 LE,+1.5 LE,+0 LE,283145.226,4705124.11,301.02,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,9251.05,3,P2-AP18,15.49,,302,334,1.11,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.821,,,,20.0,525.0,525.0,400/51,,,,,,,,,,,,,,,,,,,,,,
24,89,B60+3,+0 LE,+0 LE,+0 LE,+0 LE,283302.73,4705448.74,316.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,9611.87,3,P2-AP19,-37.87,,443,458,1.03,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.016,,,,21.0,437.5,437.5,400/51,,,,,,,,,,,,,,,,,,,,,,
25,90,B60-3,+0 LE,+0 LE,+0 LE,+0 LE,283193.65,4705962.30,334.53,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,10136.88,4.1,P2-AP20,41.26,,482,438,0.91,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.471,,,,22.0,454.3,454.3,400/51,,,,,,,,,,,,,,,,,,,,,,
26,91,B30-3,+0 LE,+0 LE,+0 LE,+0 LE,283407.5,4706343.94,362.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,10574.36,4.1,P2-AP21,9.41,,446,558,1.25,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.308,,,,23.0,406.8,406.8,400/51,,,,,,,,,,,,,,,,,,,,,,
27,92,B30-3,+0 LE,+1.5 LE,+0 LE,-1.5 LE,283691.365,4706698.65,349.10,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,11028.66,5.1,P2-AP22,-25.28,,431,435,1.01,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.81,,,,24.0,456.9,456.9,400/51,,,,,,,,,,,,,,,,,,,,,,
28,93,B30-3,-1.5 LE,+1.5 LE,+3 LE,+0 LE,283785.56,4707094.40,336.39,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,11435.47,3,P2-AP23,-1.18,,432,367,0.85,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.93,,,,25.0,298.4,298.4,400/51,,,,,,,,,,,,,,,,,,,,,,
29,94,B30-3,+0 LE,+0 LE,+0 LE,+0 LE,283882.17,4707541.00,348.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,11892.40,5.1,P2-AP24,-15.11,,378,367,0.97,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.422,,,,26.0,345.4,345.4,400/51,,,,,,,,,,,,,,,,,,,,,,
30,95,B30-3,+1.5 LE,+1.5 LE,+1.5 LE,+0 LE,283867.038,4707839.04,360.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,12190.83,3,P2-AP25,6.75,,322,304,0.94,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.425,,,,27.0,566.8,566.8,400/51,,,,,,,,,,,,,,,,,,,,,,
31,96,B30-3,+0 LE,+0 LE,+0 LE,+1.5 LE,283890.186,4708183.69,380.00,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,12536.25,3,P2-AP26,6.57,,457,608,1.33,,,,,2T-2T,1,,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.789,,,,28.0,290.3,290.3,400/51,,,,,,,,,,,,,,,,,,,,,,
32,97,B30-3,-1.5 LE,+0 LE,+1.5 LE,+0 LE,283992.58,4708741.15,339.84,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,13103.04,4.1,P2-AP27,0.80,,429,384,0.90,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.277,,,,29.0,513.6,513.6,400/51,,,,,,,,,,,,,,,,,,,,,,
33,98,B60-3,+1.5 LE,+0 LE,+0 LE,+1.5 LE,284048.979,4709025.90,330.10,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,13393.32,4.1,P2-AP28,46.48,,404,231,0.57,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.615,,,,30.0,289.9,289.9,400/51,,,,,,,,,,,,,,,,,,,,,,
34,99,B30-3,+1.5 LE,+1.5 LE,-3 LE,-1.5 LE,284483.039,4709300.47,391.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,13906.93,5.1,P2-AP29,-15.46,,413,200,0.48,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.892,,,,31.0,265.8,265.8,400/51,,,,,,,,,,,,,,,,,,,,,,
35,100,B30+3,+3 LE,+1.5 LE,-3 LE,+0 LE,284677.86,4709515.14,489.39,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14196.82,3,P2-AP30,12.54,,290,415,1.43,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.837,,,,32.0,259.3,259.3,400/51,,,,,,,,,,,,,,,,,,,,,,
36,101,B90-3,+3 LE,+3 LE,-1.5 LE,-1.5 LE,284895,4709668.50,556.75,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14462.66,5.1,P2-AP31,-77.06,,266,451,1.70,,,,,2T-2T,4,,,1,1,95-T,1,1,JB,95-T,1,1,2,0,,Step-1,,,,,101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.34,,,,33.0,489.7,489.7,400/51,,,,,,,,,,,,,,,,,,,,,,
37,102,B30+0,-1.5 LE,+1.5 LE,+1.5 LE,+0 LE,284796.642,4709908.47,566.44,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,14722.00,3,, ,,379,647,1.71,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.686,,,,34.0,391.7,391.7,400/51,,,,,,,,,,,,,,,,,,,,,,
38,103,B30+12,-3 LE,+3 LE,+3 LE,-3 LE,284610.923,4710361.57,462.79,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,15211.69,3,P2-AP32,6.62,,445,220,0.49,,,,,2T-2T,3,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.738,,,,35.0,581.4,581.4,400/51,,,,,,,,,,,,,,,,,,,,,,
39,104,B30+6,-1.5 LE,+1.5 LE,+1.5 LE,-1.5 LE,284505.1,4710738.74,473.59,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,15603.42,4.1,P2-AP33,-12.89,,487,439,0.90,,,,,2T-2T,2,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.369,,,,36.0,422.3,422.3,400/51,,,,,,,,,,,,,,,,,,,,,,
40,105,B30+12,+0 LE,+1.5 LE,+1.5 LE,+0 LE,284227.136,4711249.35,499.50,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16184.79,4.1,P2-AP34,21.66,,502,592,1.18,,,,,2T-2T,1,,,1,1,95-T,1,1,,95-T,1,1,2,0,,Step-1,,,,,105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.297,,,,37.0,818.9,818.9,400/51,,,,,,,,,,,,,,,,,,,,,,
41,106,BLS+6,-3 LE,+3 LE,+3 LE,-1.5 LE,284176.39,4711668.59,498.33,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,16607.09,5.1,P2-AP35,-45.09,,623,812,1.30,,,,,3T-3T,4,,,1,3,185-T,1,2,JB,185-T,1,3,1,3,,Step-1,,,,,106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.936,,,,38.0,346.2,346.2,500/204,,,,,,,,,,,,,,,,,,,,,,
42,110,"BLS+12
(Part-3)",-3 LE,+3 LE,+3 LE,-1.5 LE,283531.144,4712172.89,418.72,,NO PERMISSION / NO PERMIT,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,17426.03,3,P2-AP36,2.01,,585,420,0.72,,,,,3T-3T,6,,,3,1,185-T,2,1,,185-T,3,1,1,3,,Step-1,,,,,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.212,,,,,,,400/51,,,,,,,,,,,,,,,,,,,,,,
111,112,BNS+9,,,,,283181.2,4712591.4,435.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,38285.0,5.1,, ,,258,310,1.20,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,,,
112,113,BNS+3,,,,,283064.1,4712862.2,488.2,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,38580.0,3,, ,,303,359,1.18,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,,,
113,114,BNS+6,,,,,282942.9,4713142.1,518.0,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,38885.0,3,, ,,313,361,1.15,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.1,,,,,,,400/51,,,,6,,,,,,,,,,,,,,,,,,
114,115,B30-3,,,,,282816.6,4713434.0,547.8,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,39203.1,4.1,AP37,9.78,,309,227,0.73,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.9,,,,68.0,282.7,562.8,400/51,,,,6,,,,,,,,,,,,,,,,,,
115,116,BNS+12,,,,,282746.6,4713722.6,574.6,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,39500.0,4.1,, ,,283,365,1.29,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.92,,,,,,,400/51,,,,5,,,,,,,,,,,,,,,,,,
116,117,B30-3,,,,,282684.0,4713981.0,607.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,39765.9,5.1,AP38,5.11,,258,311,1.21,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.08,,,,69.0,249.1,249.1,400/51,,,,5,,,,,,,,,,,,,,,,,,
117,118,B30-3,,,,,282647.1,4714227.3,612.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,40015.0,3,, ,,344,187,0.54,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,70.0,435.0,435.0,400/51,,,,8,,,,,,,,,,,,10 W.S,,,,,,
118,119,BLC+0,,,,,282582.7,4714657.5,671.2,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,40450.0,5.1,AP39,0.93,,549,325,0.59,,,,,2T-2T,3,3,,1,2,95-T,1,2, ,95-T,1,2,3,0,,Step-1,,,,,119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.78,,,,71.0,614.8,614.8,400/51,,,,12,,,,,,,,,,,,,,,,,,
119,120,BLC+18,,,,,282501.6,4715267.0,889.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,41064.8,3,AP40,-3.77,,437,561,1.28,,,,,2T-2T,3,3,,2,1,95-T,2,1, ,95-T,2,1,3,0,,Step-1,,,,,120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.99,,,,72.0,201.0,201.0,400/51,,,,4,,,,,,,,,,,,,,,,,,
120,121,BLS-6,,,,,282462.0,4715464.0,991.8,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,41265.8,3,AP41,-38.97,,413,1024,2.48,,,,,2T-2T,2,3,,1,2,95-T,1,2, ,95-T,1,2,1,2,,Step-1,,,,,121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.71,,,,73.0,593.7,593.7,400/51,,,,11,,,,,,,,,,,,14 W.S,,,,,,
121,122,B60+12,,,,,282005.0,4715843.0,829.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,41859.5,4.1,AP42,52.09,,470,22,0.05,,,,,2T-2T,1,3,,2,1,95-T,2,1,JB,95-T,2,1,3,0,,Step-1,,,,,122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.87,,,,74.0,288.3,547.9,400/51,,,,6,,,,,,,,,,,,,,,,,,
122,123,BNS+3,,,,,282015.0,4716168.7,880.1,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,42185.4,4.1,, ,,276,341,1.24,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.07,,,,,,,400/51,,,,4,,,,,,,,,,,,,,,,,,
123,124,B30-3,,,,,282021.8,4716390.7,901.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,42407.4,5.1,AP43,18.71,,337,166,0.49,,,,,2T-2T,1,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.93,,,,75.0,442.9,442.9,400/51,,,,9,,,,,,,,,,,,,,,,,,
124,125,B30+3,,,,,282176.7,4716805.7,986.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,42850.4,3,, ,,356,266,0.75,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.24,,,,76.0,245.2,245.2,400/51,,,,5,,,,,,,,,,,,,,,,,,
125,126,B60+12,,,,,282262.5,4717035.4,1066.3,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,43095.6,5.1,AP44,-40.75,,372,220,0.59,,,,,2T-2T,2,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.59,,,,77.0,435.6,435.6,400/51,,,,8,,,,,,,,,,,,,,,,,,
126,127,BLS+0,,,,,282111.5,4717444.0,1286.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,43531.2,3,AP45,4.86,,655,1506,2.30,,,,,2T-3T,3,3,,1,2,95-T/185-T,1,2,JB,95-T/185-T,1,2,1,2,,Step-1,,,,,127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.66,,,,78.0,810.7,810.7,500/204,,,,16,,,,,,,,,,,,,,,,TRACK,,
127,128,BLS+0,,,,,281896.0,4718225.5,1122.9,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,44341.8,3,AP46,45.73,,509,308,0.61,,,,,3T-2T,1,3,,2,1,185-T/95-T,2,1,JB,185-T/95-T,2,1,1,2,,Step-1,,,,,128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.48,,,,79.0,290.9,523.5,400/51,,,,4,,,,,,,,,,,,,,,,,,
128,129,BNS-3,,,,,281991.1,4718388.2,1100.8,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,44530.3,4.1,, ,,266,355,1.33,,,,,SS,, ,,1,1,95-S,1,1, ,95-S,1,1,2,0,,Step-1,,,,,129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,400/51,,,,7,,,,,,,,,,,,,,,,,,
129,130,B30+12,,,,,282160.2,4718677.4,1015.3,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,44865.3,4.1,, ,,328,218,0.66,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.69,,,,80.0,311.7,311.7,400/51,,,,6,,,,,,,,,,,,,,,,,,
130,131,BLS+6,,,,,282317.5,4718946.5,989.1,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,45177.0,5.1,AP47,-13.14,,394,1130,2.87,,,,,2T-2T,2,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.79,,,,81.0,387.8,387.8,400/51,,,,8,,,,,,,,,,,,27 W.S,,,,,,
131,132,BLS+18,,,,,282432.0,4719317.0,701.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,45564.8,3,AP48,-35.67,,818,-198,-0.24,,,,,2T-3T,2,3,,1,3,95-T/185-T,1,3,JB,95-T/185-T,1,3,1,3,,Step-1,,,,,132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.1,,,,82.0,1155.1,1155.1,500/204,,,,22,,,,,,,,,,,,,,,,"TRACK, STREAM",,
132,133,BLS+0,,,,,282065.5,4720412.4,829.1,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,46719.9,5.1,AP49,-55.64,,737,567,0.77,,,,,3T-2T,2,3,,3,1,185-T/95-T,3,1,JB,185-T/95-T,3,1,1,3,,Step-1,,,,,133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.97,,,,83.0,295.0,295.0,400/51,,,,6,,,,,,,,,,,,,,,,,,
133,134,B30+9,,,,,281781.7,4720493.0,925.5,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,47014.9,3,, ,,305,306,1.00,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,84.0,278.0,278.0,400/51,,,,5,,,,,,,,,,,,,,,,,,
134,135,B30+0,,,,,281514.3,4720569.0,1037.4,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,47292.9,3,, ,,256,351,1.37,,,,,2T-2T,3,3,,1,1,95-T,1,1, ,95-T,1,1,2,0,,Step-1,,,,,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.12,,,,95.0,205.1,205.1,400/51,,,,4,,,,,,,,,,,,,,,,,,
135,136,BLS-6,,,,,281317.0,4720625.0,1109.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,47498.0,4.1,AP50,-23.70,,385,795,2.06,,,,,2T-2T,2,3,,1,2,95-T,1,2, ,95-T,1,2,3,0,,Step-1,,,,,136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.01,,,,86.0,552.0,552.0,400/51,,,,10,,,,,,,,,,,,,,,,,,
136,137,B30-3,,,,,280770.2,4720549.6,1051.7,,,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,,Not Yet,48050.0,4.1,, ,,436,409,0.94,,,,,2T-2T,3,3,,2,1,95-T,2,1, ,95-T,2,1,3,0,,Step-1,,,,,137
